vehicle_1,vehicle_2,vehicle_1_route,vehicle_2_route,weighted_congestion_score
359,872,2,1,1.6817314175860005
359,875,1,1,0.0
359,884,1,2,0.2293264500840183
359,906,2,2,4.322527564391718
359,920,1,1,0.6686683192353615
359,932,1,1,14.07759965000085
359,932,2,2,1.752372635333082
359,939,2,1,2.915802941471333
359,939,2,2,0.45190556580621766
359,942,2,2,0.8584834106485016
359,954,2,1,10.230773499499254
359,971,2,2,0.4608380239534745
360,420,1,1,0.696197414274762
360,471,1,1,12.47132591905429
360,471,1,2,0.9097278414620469
360,520,1,2,0.4038824866978538
360,538,1,1,0.7578714974137919
360,546,1,2,0.752365286342752
360,561,1,2,1.2902197546503607
360,597,1,2,0.8347006568438518
360,754,1,2,0.9026323455654903
360,772,1,2,0.39785169895101474
360,799,1,1,0.3532632754172931
360,841,1,1,4.003696791929017
360,841,1,2,0.3149771284786495
360,875,1,2,0.5397013653261128
360,890,1,1,10.734473887544983
361,409,2,2,0.0
361,413,2,2,0.4040634210910377
361,503,2,2,0.4800788212373926
361,535,1,1,1.4190313661509446
361,535,1,2,1.4190313661509446
361,628,2,1,1.8194474018565974
361,634,2,2,4.116297758158638
361,636,2,1,7.865821832092022
361,636,2,2,0.6032924694641868
361,722,2,2,0.32861219723056395
361,764,2,1,3.483235371766642
361,784,2,1,0.4217892915097118
361,784,2,2,1.045189858448802
361,929,2,1,0.7783642489959458
361,958,2,1,6.600681440507267
361,958,2,2,5.139202788572645
362,376,1,2,0.3892621438119556
362,381,1,2,0.3336429874325998
362,385,1,1,1.9230174699816376
362,385,1,2,0.4859681733476831
362,431,1,2,1.914291690163687
362,462,1,2,2.0339607321559687
362,477,2,1,1.8972192438378284
362,479,1,1,1.666093760136675
362,525,1,1,1.1310620433404655
362,550,2,2,1.851495399216191
362,557,2,2,7.722863149164745
362,593,1,2,0.42949028181094034
362,624,1,2,3.7877886324396393
362,640,1,2,3.812295311922032
362,688,2,1,3.338938917590008
362,711,1,1,1.1432918443293598
362,737,1,1,0.0
362,776,1,1,7.355087467839027
362,776,2,2,0.5497966296647759
362,795,1,1,1.8361969302517969
362,835,1,1,3.025177225518254
362,835,1,2,1.1951501393030377
362,906,1,2,0.549143362098805
362,930,2,1,5.79104063170419
362,932,1,2,4.053181563239536
362,948,2,1,0.3533453986681994
362,954,1,1,0.771466995964681
362,982,2,1,0.9272161376533965
363,388,2,1,0.0
363,446,1,1,2.8626144682154093
363,657,1,1,0.0
363,657,1,2,3.2423458549248663
363,660,1,2,5.305799924155535
363,660,2,1,7.515757346990059
363,690,1,1,0.6676674910217602
363,690,1,2,0.8149340992333095
363,762,2,1,0.0
363,778,1,1,0.4238700278738354
363,787,1,1,0.0
363,871,1,2,0.4208988705014184
363,871,2,1,1.309601167157274
363,891,1,2,0.645901095748868
363,891,2,1,1.179869249501523
363,907,1,2,0.4270835770676169
363,926,1,2,1.9444965342438403
363,926,2,1,5.143596834068541
363,993,1,1,4.504163714456093
363,993,1,2,0.0
364,390,1,2,1.2485951525364476
364,390,2,2,2.1829515863584508
364,511,1,2,3.710844190750982
364,511,2,2,1.1395017235272267
364,592,2,2,0.6217681656369435
364,596,1,1,1.2462087598411467
364,596,1,2,4.871447518202082
364,596,2,1,8.29414999714214
364,596,2,2,2.4672343809436175
364,670,1,1,0.9353127684271589
364,670,2,1,1.767589626202446
364,738,1,2,8.134701081023744
364,738,2,2,6.47952720533586
364,948,1,1,2.1270210147513327
364,948,1,2,1.385060222618081
364,948,2,1,2.676770977790061
364,948,2,2,1.0548678425718676
364,959,1,1,1.2951754641786595
364,959,2,1,1.0346879987462714
365,395,1,1,3.9681819104803058
365,410,1,1,1.437054463100464
365,427,2,1,0.584380998575393
365,444,2,1,0.6402031615189914
365,485,2,1,0.8840043244181393
365,570,1,2,1.0922587973656679
365,651,1,1,0.7429994396959364
365,651,2,2,0.8580275016779745
365,718,1,1,0.7212321777929553
365,767,2,2,3.6929068917840495
365,938,1,1,7.100302188910141
365,938,2,1,0.9894399986921789
366,369,1,2,1.3622664886058167
366,404,1,1,0.4479209803790086
366,404,2,2,2.123032456884801
366,475,1,1,1.2391199420299057
366,665,2,2,0.8598151544136478
366,697,1,1,0.6212565869000822
366,697,2,1,0.6212565869000822
366,765,1,1,0.5143270811466718
366,782,1,1,3.365196201031087
366,782,1,2,1.6305034020654
366,782,2,1,1.6305034020654
366,782,2,2,2.451426978288037
366,823,1,1,2.595173440424574
366,830,1,1,2.7502507403787777
366,897,1,2,2.0526930585178347
366,951,1,2,1.7741194758683203
366,951,2,2,1.7741194758683203
366,987,1,1,1.5321051719299894
366,987,2,2,0.9436239539670616
366,999,1,2,0.5217939707156903
367,385,2,1,0.5925020598411572
367,396,1,2,3.752741806238894
367,396,2,2,3.752741806238894
367,435,2,2,6.399593097398217
367,440,1,2,1.316210368332924
367,440,2,2,1.316210368332924
367,444,1,1,0.35807432786833837
367,444,1,2,15.076777522927859
367,444,2,1,0.35807432786833837
367,444,2,2,11.066013696114682
367,498,2,1,1.7251214386918194
367,525,2,1,1.1032853237918188
367,540,2,1,8.3548604484045
367,561,1,1,0.5410124986346104
367,561,2,1,0.5410124986346104
367,616,1,2,3.810736716222019
367,616,2,2,3.810736716222019
367,634,1,1,0.5842583916972932
367,634,2,1,1.252478866280251
367,642,1,1,0.6866840248710661
367,673,1,1,0.5487133312117612
367,673,2,1,0.5487133312117612
367,781,2,1,1.5358028575036209
367,854,1,2,2.2298501058266527
367,854,2,2,2.2298501058266527
367,858,1,1,1.1133903668337155
367,858,1,2,1.1133903668337155
367,858,2,1,2.538276500214963
367,858,2,2,1.1133903668337155
367,939,2,1,0.4347697984368073
367,941,1,1,0.4569152570897008
367,941,2,1,0.4569152570897008
367,954,2,1,1.2370325124958326
367,986,1,2,0.8743347428864543
367,986,2,2,0.8705227363270971
368,391,1,1,2.9363102391466676
368,391,1,2,0.7913352886439946
368,427,1,1,1.9371127767396392
368,427,1,2,0.40961058970070824
368,444,1,1,6.120353210129578
368,470,1,1,1.1192574591400728
368,517,2,1,3.5810528437026896
368,523,1,2,1.1186724258309795
368,561,1,1,1.6553967464722414
368,567,1,1,8.543538327396965
368,683,1,2,12.326971686264402
368,727,1,2,2.1093325507002447
368,779,2,1,0.37844446771436363
368,798,1,1,0.5641423408445222
368,826,1,2,2.5212756466450417
368,852,1,1,0.575613705821152
368,852,1,2,4.228844447126571
368,874,1,1,1.5312895500761323
368,902,1,1,0.42827337274500865
368,917,1,1,0.4748337715123648
368,934,1,2,1.5323251319911
368,934,2,1,1.702330420037443
368,944,1,1,3.6759420512375334
368,946,1,2,0.37019979597862723
368,951,1,2,0.47243618017207883
368,979,1,2,3.427525719150662
368,979,2,1,0.5833014689564698
369,404,2,1,1.8192338179758853
369,425,1,1,0.388196828680731
369,425,1,2,0.3027716592147312
369,425,2,1,0.4606838737447754
369,425,2,2,0.4606838737447754
369,475,2,1,2.4377176911606186
369,508,1,1,3.074179286363193
369,508,1,2,7.060147585973217
369,571,1,1,0.0
369,668,1,1,4.614386691246156
369,743,1,1,1.3695467251582316
369,782,2,1,6.923941933275529
369,802,1,1,0.789038302671907
369,802,1,2,0.6241234079954692
369,822,1,2,0.522979982430305
369,875,2,2,4.508432508384876
369,897,2,2,5.263940086975386
369,902,2,2,1.4246298574454994
370,413,1,1,0.0
370,462,1,2,0.0
370,540,1,2,0.0
370,588,1,2,0.8919906493713368
370,590,1,2,0.0
370,632,1,1,8.24434878663661
370,632,1,2,0.0
370,632,2,1,1.9368245562785216
370,632,2,2,8.540365081123605
370,658,1,2,0.0
370,769,1,2,0.0
370,825,1,1,0.0
371,545,2,1,0.9440924232705542
371,545,2,2,0.9373228342803626
371,594,1,2,1.489937807465139
371,612,2,2,0.5433308004840244
371,654,1,1,0.5063610494743115
371,666,1,1,0.6884963891176825
371,666,1,2,0.7343784264617141
371,684,1,2,3.170194437393255
371,684,2,1,0.8262851753781727
371,684,2,2,0.9267762022416128
371,905,1,1,0.8406348108976593
371,905,2,1,0.44136456804198176
371,907,2,1,0.0
372,375,2,1,0.0
372,484,1,1,4.0471868279423795
372,484,2,1,3.7120334172463387
372,510,2,2,0.0
372,529,2,2,0.4356063753527208
372,563,1,1,0.8468465677141028
372,594,2,1,0.9046169920388336
372,626,2,2,0.42878349362718243
372,638,2,2,0.3851251095744186
372,655,2,1,1.7829048558435319
372,670,2,1,0.0
372,712,2,1,0.7575599774733314
372,712,2,2,14.775150364036755
372,715,1,1,1.8098820673219247
372,729,1,1,1.7207290358112783
372,729,2,1,0.6788825815646957
372,735,2,1,0.0
372,745,2,1,3.138406393251354
372,780,2,1,8.029690717000095
372,788,1,1,1.925200467986473
372,789,2,2,4.128653650839265
372,798,1,1,1.8024159832723476
372,823,2,2,1.5159036555983676
372,892,1,1,8.143316368897102
372,892,2,2,2.2209355730923392
372,913,2,2,3.2414954700372256
372,990,1,1,4.356010497185009
372,1000,2,1,1.5790409892681863
372,1000,2,2,1.3296454470737344
373,439,2,1,0.5023834908877081
373,518,2,1,0.0
373,520,2,1,0.7961839855730233
373,557,2,1,1.5627232070240604
373,593,2,1,1.3888480400721872
373,655,1,2,0.2934950781958091
373,671,2,2,1.444436992600666
373,688,2,2,2.3782420292544875
373,704,1,1,0.0
373,704,1,2,1.2499111158855172
373,704,2,1,0.0
373,704,2,2,8.879525772309082
373,752,1,2,6.915852015824735
373,752,2,1,9.957498540748274
373,764,2,2,0.7670382354429638
373,766,1,1,1.3155931655699677
373,766,2,1,3.2251032071973538
373,824,2,2,2.700276406806911
373,929,2,2,5.942746856213305
373,938,2,2,6.579216216652923
373,962,2,1,3.8592344198766337
373,995,2,1,1.6695145310018233
373,995,2,2,1.610647068595144
374,450,1,2,0.0
374,574,1,2,3.4113491129351905
374,712,1,1,0.0
374,810,2,2,8.85913841966759
374,855,1,1,3.4602529883075057
375,382,1,1,0.46842867099614743
375,382,2,1,3.546857019307859
375,433,1,1,1.1624227288887217
375,433,1,2,1.1624227288887217
375,433,2,1,1.1624227288887217
375,433,2,2,1.1624227288887217
375,480,2,1,0.590384164099776
375,485,2,2,0.6695685254287975
375,510,2,2,1.0383209427415898
375,594,1,1,0.0
375,617,2,1,1.6653983328091955
375,618,2,1,6.80988303494567
375,655,1,1,3.950033807750216
375,679,2,2,0.0
375,706,2,1,0.6027203568547164
375,712,1,2,0.0
375,723,2,1,1.6446494031628358
375,735,2,1,1.4567168724526192
375,745,1,1,0.0
375,780,1,1,0.0
375,789,1,1,0.20526115179868873
375,789,2,1,0.20526115179868873
375,820,1,1,1.159179598199486
375,820,2,1,1.159179598199486
375,913,2,2,0.6683468273230462
375,950,1,1,0.5019219165175874
375,950,2,1,3.203098236025812
375,953,2,2,0.0
375,980,2,1,1.6243361452545728
376,385,1,1,0.510836512421743
376,385,2,1,2.230189011197748
376,438,1,1,3.9700221288711344
376,438,2,1,1.7183263734209657
376,479,2,1,0.8691136572759953
376,504,1,2,0.893595194629727
376,525,1,1,1.9855120774250585
376,525,2,1,3.9859887410210266
376,593,1,2,1.5258548386282986
376,593,2,2,5.2242971714553095
376,640,2,2,1.081259181571839
376,652,1,1,5.055192128076962
376,652,1,2,0.5651316250391537
376,652,2,1,0.371000995740196
376,654,1,1,2.823305362206863
376,654,2,1,3.12880266665329
376,758,1,1,2.801515673395995
376,758,1,2,8.02319486012307
376,758,2,2,0.8755227534638862
376,774,1,1,4.545466506254951
376,774,2,1,1.738677166164329
376,795,2,1,2.099421391482392
376,835,1,2,0.3468140510923405
376,835,2,1,1.759417759850929
376,835,2,2,3.3048698820277895
376,859,2,1,2.5813566620127983
376,872,1,1,3.9700221288711344
376,872,2,1,1.7183263734209657
376,906,1,2,1.7776093387087641
376,906,2,2,4.189141202016611
376,932,2,2,1.1303830203234302
376,939,1,1,4.371378172397392
376,939,2,1,2.9912265139155068
376,939,2,2,0.4636433291691821
376,942,1,2,5.546984947024296
376,942,2,2,0.8782145934913236
376,954,1,1,1.3037884681766605
376,954,2,1,10.130795155185247
377,381,2,1,0.794624978989998
377,390,2,1,0.6530423924034215
377,398,1,1,0.8421435917286126
377,443,2,2,0.809318544409624
377,445,1,1,1.5035010013253332
377,457,1,1,8.330564941716384
377,457,1,2,2.5914983379026064
377,486,1,1,0.0
377,504,2,1,2.0737005258001617
377,511,2,1,0.6865910037202156
377,525,1,1,0.5417028833982871
377,525,1,2,1.122273118961599
377,525,2,1,0.5361979310069792
377,548,1,1,0.739569021490541
377,582,1,1,0.35035516601914135
377,593,1,1,1.5451845857751774
377,593,2,2,0.857734419350078
377,654,2,1,0.0
377,659,2,2,1.828491781639109
377,669,1,1,0.0
377,680,2,1,5.144260582168995
377,726,2,2,0.4616655058624137
377,738,2,1,1.6487998098417662
377,776,1,2,0.5231554703196892
377,778,2,2,1.1168024735637005
377,795,1,2,2.720924941675513
377,814,1,2,3.632805300367271
377,832,2,1,0.48906470548000547
377,845,1,1,0.944629324440742
377,871,1,2,0.6225395666367902
377,880,2,1,1.7561629752699253
377,898,2,1,5.138309078389787
377,898,2,2,1.045614559454871
377,903,2,1,2.857422071498936
377,909,2,2,0.5142537727164603
377,920,1,1,21.290332245887043
377,927,1,1,2.0695662498294154
377,932,1,1,0.8774280801608305
377,957,1,1,3.997391512552178
378,475,1,1,0.0
378,536,1,1,1.581837688585303
378,537,1,1,0.5281335273742074
378,603,2,1,2.069233586644166
378,617,1,2,0.5876342009991491
378,683,1,1,0.5865156039312177
378,720,1,2,9.151178163447426
378,780,2,1,3.5005009681873576
378,780,2,2,9.475116158409117
378,846,2,2,0.6374216958929331
378,897,1,1,0.48479261724663403
378,941,2,2,0.5740343805409158
379,398,2,1,0.5765997328521694
379,443,2,1,8.500161961988011
379,449,2,1,0.36130450617175386
379,486,1,1,0.31309725907080554
379,506,1,1,12.973860818655846
379,506,1,2,1.0877008763666502
379,506,2,1,0.0
379,506,2,2,21.263399291647538
379,589,2,1,0.6013762035142567
379,598,1,2,0.2375111051817769
379,609,1,2,0.3114170289244588
379,669,1,1,0.8320370284884047
379,699,1,2,4.5400202547105275
379,726,2,2,1.816364790778442
379,778,2,2,4.288771173520812
379,793,1,2,0.4649957028980909
379,812,2,2,0.2894138264505703
379,814,1,2,1.5688717424663996
379,860,2,1,0.3483797085541925
379,867,2,1,1.0178088829814125
379,880,2,1,1.8865328502207115
379,915,2,1,0.8222199321412028
379,915,2,2,0.8222199321412028
379,920,2,2,8.453258438322754
380,409,2,1,7.546198831968413
380,446,1,2,0.7417124430770495
380,450,2,1,2.2718948316643672
380,466,2,2,9.974209926221029
380,503,2,1,2.3918189882927843
380,509,1,2,0.5974455192669625
380,537,1,2,2.1378067495125284
380,537,2,2,0.7250471494510733
380,604,1,2,0.6286323354239602
380,615,2,2,7.021280096676227
380,638,2,1,4.658381215083272
380,662,1,1,4.3709955109300465
380,682,1,1,0.736921418913363
380,690,1,1,1.9917893774474513
380,690,1,2,1.9917893774474513
380,690,2,1,0.4012560348518721
380,690,2,2,0.4012560348518721
380,725,2,1,1.5768088276163423
380,735,2,2,1.9605026545921171
380,829,2,1,0.4570723542553508
380,857,2,2,0.315341890910735
380,876,1,1,0.4528495065018936
380,876,2,1,0.6917394783146023
380,931,1,1,3.098600549866691
380,931,1,2,0.24028654214996298
380,931,2,2,0.5440854324201984
380,943,2,1,6.805133996475763
380,947,2,2,1.6374213068232777
380,956,1,2,0.7815291489930026
380,968,2,1,1.3941790773557274
380,973,1,1,1.2112657687003094
380,996,2,1,3.504748719122088
380,996,2,2,1.033433431296142
381,504,1,1,0.3967155026735939
381,776,2,1,1.5913668627313067
381,909,1,2,1.028908799801917
382,399,1,1,5.889978434737188
382,433,1,1,2.82339446158461
382,433,1,2,2.82339446158461
382,464,1,2,0.8940045684032333
382,468,2,1,3.8772279179748637
382,480,1,1,5.186041950627491
382,510,1,2,0.1765028199552182
382,618,1,1,0.0
382,677,2,2,16.844425842529887
382,723,1,2,3.294298037169158
382,735,1,1,0.38094144538349267
382,788,2,1,0.48643690983344823
382,820,1,1,2.832993302154177
382,892,2,1,1.5153398796755528
382,950,1,1,37.7354192949898
382,950,2,2,24.574762091331394
382,990,2,1,1.6341965651745838
383,494,1,1,2.7607919121634463
383,542,1,2,6.751206147307767
383,552,1,1,2.364122898361997
383,552,1,2,5.280943995633898
383,552,2,1,9.258861348457692
383,552,2,2,3.7978593939501666
383,639,1,1,0.8750629401303712
383,639,1,2,0.31756279196643933
383,676,2,2,0.7516138497228839
383,808,2,2,0.7977142157017683
383,913,2,1,3.564325557997297
384,455,2,2,2.8273353001984356
384,590,2,2,1.6435540752035904
384,666,1,1,2.844183913195005
384,666,1,2,3.069008541914594
384,705,1,2,0.6372117401115175
384,839,1,2,8.227767631588996
384,839,2,1,0.6204989809063648
385,413,1,2,0.5083998874190824
385,431,1,2,0.3179362722873047
385,448,1,1,2.5591622829500493
385,462,1,2,0.3670259423226831
385,469,1,1,0.43214218454869774
385,479,1,1,1.706624591662762
385,498,1,1,8.844157435506494
385,498,1,2,1.328446342644619
385,498,2,1,4.001603178282401
385,498,2,2,19.6318694465909
385,504,1,2,0.7122114742223986
385,525,1,1,12.031191223596393
385,525,2,1,5.02114819066946
385,525,2,2,2.556077829651864
385,540,1,1,2.213003821428396
385,540,2,1,9.569136646296897
385,593,1,2,3.8522241008896554
385,624,1,2,1.1217845778060762
385,624,2,1,0.34121219913191264
385,634,2,1,0.7194148443909486
385,640,1,2,3.4543050029161084
385,654,1,1,3.2804482744704155
385,658,1,1,0.6563488322048049
385,737,1,1,0.5149577228983693
385,758,2,2,1.9334861293079646
385,774,1,1,0.4384034872131146
385,776,1,1,1.125942186405727
385,781,1,1,6.046745814327627
385,781,1,2,0.39233294939836577
385,781,2,1,1.3946852093563253
385,781,2,2,12.832112158953368
385,795,1,1,2.5034311400449902
385,835,1,1,3.3625384275763026
385,835,1,2,3.7064097573194603
385,835,2,1,1.7578142337550835
385,859,2,1,5.862780746426922
385,872,2,1,0.3726709006251001
385,906,1,2,5.391732035844743
385,932,1,2,1.9541759275598714
385,939,1,1,0.9272059537742192
385,939,2,1,1.4020395158657013
385,939,2,2,0.6073262521421682
385,954,1,1,10.098005398455882
385,954,2,1,4.174286636547337
385,971,2,2,0.6706682270109932
386,404,1,2,2.3197269635033653
386,419,1,2,3.4008491444376823
386,541,1,1,17.048460979310516
386,621,1,1,10.41301877605102
386,621,1,2,9.706644320574087
386,665,1,1,5.044287989250572
386,665,1,2,2.6850109831258995
386,782,1,2,1.379728432332687
386,956,1,1,9.006354838804372
386,956,1,2,7.907113678034312
386,987,1,2,2.303015239766472
387,473,2,1,0.1137194069931154
387,497,2,1,0.12501464674869142
387,833,2,1,2.6073869076366245
387,870,1,2,1.863526647003534
387,870,2,1,4.419024374410545
388,570,2,2,0.0
388,571,2,2,0.0
388,670,1,1,0.27817936067031446
388,687,2,2,0.5103074825704246
388,757,1,1,1.3394704805897657
388,762,1,1,0.0
388,775,1,2,3.4613751412838263
388,775,2,1,0.4564831918637089
388,785,2,2,22.971841052520382
388,816,1,1,0.0
388,877,1,1,2.203590591452042
388,884,2,1,1.6394260368742894
388,916,1,1,0.4404030165213101
389,400,1,2,1.2872094831400593
389,457,1,2,0.28458822493960645
389,477,1,1,1.0966944236137546
389,491,2,1,2.6471306032151656
389,550,1,2,0.3297126572430215
389,584,2,2,2.228745969627734
389,592,2,1,3.4565496362136487
389,593,1,1,0.7143664598966725
389,605,2,1,0.7170580860074213
389,685,1,2,0.0
389,688,1,1,0.32496099689465874
389,756,1,2,3.0940316462540145
389,776,1,2,6.344538006150966
389,778,1,1,6.619247003161972
389,795,2,2,0.5403674117490447
389,843,1,1,0.7169952517683291
389,930,1,1,0.3335445798683588
389,930,2,2,2.293625538611356
389,994,1,1,3.028720436113986
389,994,2,1,0.0
390,464,1,2,0.7687762362269001
390,510,1,2,0.0
390,511,1,1,17.610724779470416
390,511,1,2,0.7634943613796394
390,511,2,1,0.7634943613796394
390,511,2,2,4.987544582527209
390,514,1,1,0.575935166020536
390,565,1,1,0.0
390,571,1,1,0.0
390,596,2,1,0.6188713684799955
390,596,2,2,0.5325660283574339
390,670,2,1,22.177318028721313
390,670,2,2,3.404482288244774
390,738,1,1,7.337531182131979
390,738,2,2,6.568093373350975
390,778,1,2,2.127241466865781
390,832,1,1,1.0399792609716025
390,832,1,2,1.0399792609716025
390,898,1,2,3.7084694193750174
390,918,1,2,1.191507749076056
390,918,2,1,0.7449035117542127
390,925,1,1,0.15032487422704505
390,959,2,1,4.322675732407342
391,427,1,1,7.634463813021927
391,427,1,2,0.5309318683778216
391,444,1,1,2.3800525792478493
391,470,1,1,4.6669171358638355
391,474,1,2,2.641548489752493
391,474,2,2,2.5838190859098615
391,492,1,2,1.2558961051093662
391,523,1,1,0.36781057370792425
391,523,1,2,5.349291860287471
391,561,1,1,6.389972824975233
391,561,2,1,4.080849796292622
391,567,1,1,15.123401721409374
391,567,1,2,4.43860631317743
391,567,2,1,7.528893358738156
391,567,2,2,0.46482419764526434
391,571,2,2,0.7991189549887385
391,683,1,2,8.32027959377768
391,683,2,2,0.7439293509569377
391,705,1,1,0.6850688593826147
391,705,2,1,0.6850688593826147
391,727,1,1,5.058561599047759
391,727,1,2,17.672698742759557
391,727,2,1,7.314849753325275
391,727,2,2,5.8842988528499065
391,798,1,1,0.5391404120007417
391,813,1,2,0.42865280786359605
391,813,2,2,2.2815027175911147
391,824,1,1,0.5278835791629001
391,826,1,2,5.392575643780175
391,826,2,2,7.123695691513042
391,852,1,1,0.5074362449936343
391,852,1,2,1.7591730909011827
391,853,1,1,0.41357941244863966
391,853,2,1,0.41357941244863966
391,858,1,2,0.378907667343105
391,858,2,2,0.35417148743002314
391,866,1,1,0.46021897475416595
391,866,1,2,0.46021897475416595
391,866,2,1,0.46021897475416595
391,866,2,2,0.46021897475416595
391,874,1,1,3.800985297424551
391,890,1,2,0.590071644041704
391,902,1,1,0.49958281538179855
391,902,1,2,0.42977980918320036
391,917,1,1,0.5681733914991978
391,917,1,2,0.3749482589046177
391,944,1,1,22.60479503903625
391,944,2,1,5.81428848939733
391,946,1,2,0.8193339943083304
391,946,2,2,0.7516359587028919
391,951,1,2,0.5652093646923488
392,394,2,1,1.587369809195496
392,431,2,2,0.6811268577958334
392,455,2,1,3.7451952003071978
392,479,2,1,6.515000354094296
392,690,2,1,1.0236519337643064
392,961,1,1,0.4118866076887643
392,961,1,2,0.4118866076887643
392,961,2,1,0.4118866076887643
392,961,2,2,0.4118866076887643
394,425,2,1,0.9296160550822776
394,443,2,2,1.3115572212642705
394,487,2,1,0.6251308247299152
394,498,2,1,4.359779107352184
394,504,1,1,0.6179656455326004
394,508,2,2,3.6623156712025695
394,535,2,2,0.912175680107387
394,575,2,1,1.237486363209222
394,666,2,1,0.7057023813525415
394,668,2,1,4.1022580609569275
394,684,2,2,2.448764559368954
394,713,1,1,0.0
394,713,2,1,0.0
394,781,2,1,3.9784988481431065
394,802,2,1,0.9524143724741895
394,853,1,1,0.6184183844325787
394,906,2,1,0.2570471636436333
395,410,1,1,9.257756603146579
395,570,1,2,0.46419949527975013
395,651,1,1,1.188872823864062
395,718,1,1,2.4719192876236136
395,720,1,1,1.177602364189977
395,824,1,1,0.4439681440747781
395,862,1,1,0.9966496874762067
395,938,1,1,6.509794239945331
395,963,1,1,0.3938199259660893
396,435,2,1,0.339691260534632
396,435,2,2,0.35807010164106434
396,440,2,2,1.905302772374263
396,444,2,2,4.473784248065417
396,561,2,1,0.41105927108614115
396,584,2,1,0.34856908652984847
396,616,2,2,3.4632849873641867
396,634,2,1,0.43381935211572287
396,854,2,2,1.476413512565118
396,858,2,1,1.2588690332299755
396,858,2,2,1.2588690332299755
396,941,2,1,0.3786207810019886
396,986,2,2,0.0
397,680,1,2,0.42032404406428064
397,680,2,2,2.042699915477574
397,787,2,2,0.0
397,927,2,2,0.0
397,998,1,1,0.6336619790658139
397,998,1,2,0.0
398,428,1,2,1.3035054988115347
398,443,1,1,1.8753505390227478
398,506,1,2,0.6017886857780933
398,589,1,1,3.1071135214886514
398,598,1,2,0.3707733597830193
398,604,1,1,1.0482276645076056
398,609,1,2,1.9818447315287404
398,630,1,1,2.5402013306992606
398,633,1,2,0.4475038323184369
398,671,1,1,2.64085799568086
398,781,1,1,0.0
398,781,1,2,1.5293613704450104
398,786,1,1,1.4101365148095764
398,814,1,2,1.141536021495921
398,860,1,1,4.024889638582382
398,867,1,1,1.839070049680405
398,915,1,1,2.133125646462209
398,915,1,2,2.133125646462209
398,920,1,1,0.8335606417664462
398,920,1,2,1.888305982726429
399,464,1,2,1.368713029765113
399,480,1,1,9.464308826246919
399,480,2,1,0.0
399,546,1,2,0.0
399,546,2,2,2.83860257779239
399,562,1,2,0.0
399,562,2,2,0.3901458260080209
399,585,1,1,0.0
399,585,2,1,0.8775635305846439
399,585,2,2,2.980862428782279
399,618,1,1,2.2239058435619103
399,618,2,1,0.0
399,708,1,2,0.0
399,708,2,2,3.1594675924463997
399,723,1,1,0.7110936033294402
399,723,1,2,6.594885690078636
399,746,2,1,0.32967669217182827
399,754,1,1,0.0
399,754,2,1,12.67902954487482
399,790,1,1,0.0
399,790,2,1,0.6825073253249113
399,885,1,2,0.0
399,885,2,2,3.0150748602238795
399,950,1,1,9.652637822113846
399,964,1,2,0.9916073859463369
399,964,2,2,2.436682165245341
400,457,2,2,1.0331963466885967
400,468,2,2,11.082470022412352
400,503,2,2,0.3664602357386173
400,593,2,1,3.623520136664874
400,598,2,2,1.2778924126320625
400,604,2,1,0.7297158668700714
400,612,1,1,0.3941125559204669
400,615,1,1,0.0
400,633,2,2,0.5184032974100552
400,725,2,2,0.4038275367662838
400,756,2,2,0.4243553770356212
400,772,2,1,10.408967178669567
400,776,2,2,3.074244099669685
400,778,2,1,1.3378161458537219
400,795,2,2,0.4140475222508549
400,797,1,1,5.279386761247261
400,822,1,1,3.172707003878723
400,943,2,2,0.34963888065534743
400,973,2,1,0.28546003333596065
400,973,2,2,6.351491657339364
400,994,2,1,1.1116879219117868
401,430,1,2,1.304153034929999
401,492,1,2,0.0
401,608,1,2,0.0
401,653,1,2,2.1805638664492815
401,850,1,2,1.4031659674104762
401,862,2,1,0.0
401,862,2,2,3.6458495509023656
402,425,1,1,5.073613720705762
402,425,1,2,0.6123025626582583
402,425,2,1,0.7869233737178025
402,425,2,2,9.918790448652878
402,487,1,1,5.795259515794392
402,487,1,2,4.045470502028659
402,487,2,1,3.3877139348617984
402,487,2,2,3.1417541076728948
402,525,2,2,0.5885801810470425
402,535,2,1,0.6399188988411363
402,570,1,1,4.633320520878187
402,570,2,1,2.804560037221098
402,571,1,1,0.24696080396669734
402,571,2,1,0.0
402,657,1,1,3.9813531250540954
402,668,1,2,0.532540415487118
402,732,1,1,0.7633313932589736
402,732,2,1,0.7633313932589736
402,802,1,1,2.90318551420473
402,802,1,2,0.2796941002212181
402,802,2,1,0.3471283107906886
402,802,2,2,6.353207373854878
402,886,1,1,0.34716476994771567
402,886,1,2,1.6322427061235376
402,886,2,1,0.34716476994771567
402,886,2,2,1.6322427061235376
402,959,1,1,1.4667547270971697
402,993,1,2,7.490042899750503
404,419,2,2,0.8457967502285739
404,434,1,2,1.3100910217072965
404,475,1,1,2.0104801884892076
404,481,1,1,1.8096068397310505
404,540,1,2,3.089838340765675
404,541,2,1,3.4144206790093916
404,665,2,1,1.691359183486587
404,697,2,1,0.4416220183886304
404,782,1,1,2.865116755381064
404,782,2,2,4.956815571722286
404,897,1,2,3.9182674305640894
404,928,2,1,0.7960686597898577
404,987,2,1,0.6775029106967579
404,987,2,2,10.729565530261018
405,420,2,2,4.185062338863549
405,423,2,1,0.3849810411741488
405,423,2,2,0.628848790401218
