vehicle_1,vehicle_2,vehicle_1_route,vehicle_2_route,weighted_congestion_score
66,874,2,1,11.314066898765395
66,874,2,2,10.827646690665276
67,483,1,1,0.5388693553779902
67,845,1,2,0.8013604357017785
68,114,1,1,0.3559113252222177
68,246,1,2,0.47031346184209616
68,260,1,2,3.996560926361121
68,373,1,2,1.0695980669049958
68,392,1,2,2.7346183969989832
68,392,2,1,3.3358519854732913
68,394,1,1,3.330439605598582
68,518,1,1,0.0
68,600,1,1,0.44109538385677766
68,600,1,2,0.5004082644726832
68,704,1,2,0.9737842548170961
68,752,1,1,2.8105636382871437
68,752,1,2,1.4415655604423039
68,853,1,1,2.870728371213496
68,866,1,1,5.847954935895673
68,866,1,2,3.072610176898957
68,875,1,1,0.0
68,961,2,1,0.769778016400657
68,961,2,2,0.769778016400657
68,983,1,1,0.46434677580044914
69,79,2,2,0.6191518316167599
69,185,1,2,2.266183254972523
69,215,2,1,0.7107560195063463
69,254,1,2,3.805097125911009
69,343,1,1,5.602735324913105
69,423,2,1,1.0010694691593969
69,521,2,1,0.696192261432214
69,545,1,2,5.740616187237716
69,545,2,1,0.43170487158149784
69,561,1,2,1.3787608719353848
69,594,1,1,3.0183447572623434
69,638,1,2,2.3258825479417666
69,667,2,2,0.0
69,686,1,2,0.0
69,712,1,2,0.6749474701427535
69,745,1,1,0.5178904159080274
69,746,2,1,0.31665906302284813
69,780,1,1,0.4336741401555583
69,790,2,1,0.4796449755858148
69,793,2,1,0.5653601222032568
69,831,1,1,0.3872723287425108
69,831,2,1,3.945743597277709
69,854,2,2,0.0
69,975,2,1,0.9735660748702206
69,976,1,2,1.2998442315967522
69,994,2,1,0.5437451924852208
70,83,1,2,7.332501579674844
70,85,1,1,0.6304091872012271
70,85,1,2,0.6304091872012271
70,85,2,1,0.6304091872012271
70,85,2,2,0.6304091872012271
70,134,1,1,0.3229563073782811
70,134,2,1,0.4560421072942328
70,145,1,1,0.2896355452116035
70,145,2,1,0.39022371490481994
70,149,2,1,0.8819420936596077
70,151,1,1,1.3348497241131425
70,151,1,2,7.084159962244467
70,151,2,1,2.7249237086776867
70,151,2,2,2.401059703278226
70,246,1,1,2.1828563299527968
70,248,1,2,0.2776411353241876
70,248,2,2,0.3742567168172085
70,260,1,2,0.9673606113135826
70,286,1,2,0.9440467098962977
70,334,1,1,15.44593934221419
70,373,1,2,0.839027053121364
70,443,1,2,1.260468693795842
70,468,2,1,2.690373655393473
70,518,1,1,0.0
70,520,1,1,22.921193609102264
70,590,2,1,0.42426229135187316
70,600,1,1,2.4180845552937935
70,600,2,2,0.7464095902487846
70,604,1,1,0.3627781398400101
70,652,1,1,0.6062545740261143
70,652,2,1,0.8117717577637955
70,671,1,1,16.53410683272515
70,704,1,2,3.2274816616004505
70,710,1,2,1.7866908349506336
70,752,1,1,1.5760656703603222
70,766,1,1,7.941427850707918
70,786,1,1,1.6959438638083757
70,786,1,2,2.1430162160569006
70,824,1,2,8.732218810988345
70,826,1,1,7.3670353804230935
70,846,1,2,2.378598462697022
70,860,1,1,0.989475392866408
70,860,1,2,4.751787704411408
70,876,1,2,6.576250157633104
70,882,1,2,0.7408588810208403
70,884,1,2,0.6983877524078561
70,886,2,1,0.5658010197251402
70,918,1,1,3.709803055344228
70,918,2,1,1.4803431848957151
70,938,1,2,3.178790987638435
70,944,1,2,7.971875013260474
70,962,1,1,2.5331117725524575
70,995,1,1,7.132448555936896
70,995,1,2,2.625430856662051
71,103,2,2,0.8464464995971503
71,112,1,1,1.7281140742356451
71,153,1,1,1.0453000082395252
71,153,1,2,4.2551133995473736
71,153,2,1,1.0453000082395252
71,153,2,2,6.024336539239399
71,208,1,1,2.025584625713204
71,319,2,1,1.5627382179342497
71,377,1,2,2.6340014520710806
71,379,1,2,0.8611109802502346
71,379,2,2,0.3559803821091224
71,443,1,1,0.4270843658489508
71,506,1,2,0.41795273825721024
71,633,2,2,0.0
71,647,2,1,0.3365568496571584
71,659,1,2,5.385285969683023
71,659,2,2,1.0247077300371474
71,684,2,1,1.1621312224345581
71,726,1,2,2.4735064131081126
71,737,1,2,1.437329695815098
71,737,2,2,1.7189429991020484
71,759,1,1,0.6705040690315565
71,778,1,2,3.8207817130026354
71,778,2,2,1.5577597641617107
71,845,1,1,0.7887087314718504
71,880,1,1,16.628166769819007
71,880,2,1,7.229992986440033
71,880,2,2,2.2766095633702137
71,920,1,2,0.42448261214616256
71,931,1,1,0.6170615638460294
71,931,1,2,0.6170615638460294
71,931,2,1,0.6170615638460294
71,931,2,2,0.6170615638460294
72,75,1,1,0.4260835052823914
72,93,2,2,0.39448160900821094
72,152,2,2,1.3495441499949625
72,258,2,2,0.5456260312613129
72,318,2,2,3.439175094133204
72,401,2,1,0.0
72,419,1,2,0.6271575056478124
72,430,2,2,0.0
72,485,1,1,3.694752489791496
72,571,2,2,0.0
72,587,1,2,1.0100230075683752
72,648,1,1,1.2854028950849195
72,697,1,2,2.0271141438506257
72,755,2,1,2.0202962696925044
72,762,2,2,0.33495083026440897
72,801,1,1,0.6210572098098202
72,888,1,1,5.483496215465605
73,114,1,1,5.041577292012413
73,136,1,1,4.906840098270103
73,136,1,2,10.560570188474523
73,159,2,1,0.9574569498217387
73,186,1,1,1.377729432134155
73,187,1,2,19.125138553650146
73,190,2,1,3.210448611644226
73,200,1,1,1.3133249234763995
73,200,1,2,1.3198650921910016
73,204,2,1,2.5235630119363184
73,224,2,2,3.1805656484108282
73,248,1,2,0.741597605127302
73,249,2,1,1.040524982154556
73,249,2,2,2.8864182242707743
73,295,1,2,3.7509624083814375
73,343,2,2,1.5099008058312369
73,359,1,2,0.0
73,360,2,1,0.556033953759297
73,369,1,1,6.391900757163751
73,371,1,1,0.6033546938890789
73,406,2,1,1.631732355888936
73,416,1,1,0.0
73,416,2,2,3.0331620491629385
73,425,1,1,0.28360233785543004
73,425,1,2,0.23481143005912478
73,434,2,1,4.2317470369048635
73,458,2,1,0.7611773889541301
73,478,2,2,4.178933872672678
73,508,1,1,2.1652198199934114
73,508,1,2,4.602603328873859
73,516,2,2,0.7275439291155312
73,520,2,2,12.178169516897288
73,549,2,2,1.1926142830749205
73,571,1,1,1.947104951807154
73,594,1,2,1.0252434960195875
73,597,2,2,2.63789629876561
73,613,2,2,5.355336421394627
73,668,1,1,3.401792672567778
73,743,1,1,5.406409450022582
73,767,2,1,1.6382094171895087
73,772,2,2,10.445330967143402
73,802,1,1,0.5845297114193122
73,802,1,2,0.4869630753638273
73,809,2,2,2.026215358924077
73,824,2,1,4.78604066546211
73,839,1,2,0.7325791790643527
73,875,2,2,16.07347521509051
73,902,2,1,4.402700932645442
73,917,2,1,1.128517907124598
73,925,1,1,2.4217237016622235
73,951,2,2,0.512892177776187
73,961,1,1,2.348422612845261
73,963,2,2,0.562642800205031
73,966,2,2,1.5183853302765764
73,967,2,2,0.6911678669265102
73,992,2,2,0.6831944238500336
73,994,1,2,1.7964749869627505
74,701,1,1,4.279186517001932
74,803,1,1,3.363888199494739
74,889,1,1,1.1834310795217866
75,150,1,1,1.3637801165699939
75,168,1,2,1.5749010485581367
75,224,1,1,2.2359602848403366
75,523,1,1,0.7523181077987948
75,742,1,1,1.5434304081407415
75,813,1,1,2.2579097214322132
75,951,1,1,1.4809458065796024
76,121,1,1,1.5813623140107649
76,121,2,1,0.38874072908166657
76,144,1,1,0.73034012940006
76,158,2,1,0.9012044595408936
76,259,2,2,1.8986832025597464
76,346,2,2,1.4424917199823062
76,370,2,1,0.5344932199785519
76,370,2,2,1.2136871929326527
76,382,1,2,0.3751297085043459
76,448,1,2,0.0
76,522,2,1,0.44085883935645287
76,529,1,2,2.399676697258633
76,529,2,2,0.2786282117618622
76,588,1,2,1.0428070565658714
76,632,1,1,0.5645012204972955
76,632,2,1,2.603022423736108
76,632,2,2,1.0476055748507962
76,825,1,2,0.0
77,83,1,1,4.532001072818738
77,96,1,1,1.241677465573253
77,96,2,1,2.583079044838898
77,155,1,2,0.0
77,229,1,1,6.286985137837543
77,229,2,1,0.49381763817699786
77,245,2,2,0.9396890543329565
77,255,1,1,18.128360862225854
77,255,1,2,17.24783829260921
77,255,2,1,0.988356035234771
77,255,2,2,0.988356035234771
77,295,2,1,3.4656848664805633
77,312,1,1,1.7857772103923002
77,320,1,1,5.734467569985007
77,320,2,1,0.48269804064360644
77,377,1,1,1.3464391569717888
77,379,1,2,0.5004707359794999
77,398,1,1,13.80443392844253
77,398,2,1,1.0890118549330239
77,428,1,2,2.011038565543115
77,443,1,1,1.0621303758310452
77,443,2,1,4.521929335911205
77,449,1,1,1.970223298116411
77,457,1,1,0.39237008483925156
77,506,1,2,0.5207222975637963
77,589,1,1,1.0910693676247054
77,589,2,1,6.330742278198496
77,598,1,2,0.8440061825536285
77,604,1,1,3.32448574189132
77,609,1,2,0.5067560013496388
77,609,2,2,1.7371051726067708
77,630,1,1,1.0960750394758718
77,630,2,1,7.19811796279918
77,633,1,2,1.0334104481315354
77,671,1,1,4.370123902412975
77,682,1,1,0.5864564047861164
77,682,1,2,0.5864564047861164
77,738,2,1,0.6242917678844678
77,786,1,1,2.7258778383993825
77,814,1,2,2.2735129947959316
77,860,1,1,5.29393629040071
77,867,1,1,1.7817484119156917
77,915,1,1,2.028994537367204
77,915,1,2,2.028994537367204
77,920,1,1,1.33109496141644
77,920,1,2,1.068993162459019
77,920,2,2,2.7749907389036403
78,115,1,1,0.0
78,115,1,2,0.0
78,115,2,1,0.0
78,115,2,2,0.0
78,155,1,2,0.1514745986295222
78,155,2,2,0.1514745986295222
78,208,1,2,0.9423015579740082
78,275,1,2,2.5705189218767104
78,276,1,2,0.8580974345221009
78,400,2,1,6.276564583441631
78,455,1,2,0.46282034629835783
78,563,2,2,0.6531927952621707
78,605,2,2,0.6520160683082934
78,612,1,2,1.1005896461761429
78,615,2,1,0.0
78,657,1,1,0.3919349725780635
78,711,1,1,0.8607190690333216
78,737,1,1,1.1714628294087461
78,822,1,1,0.0
78,822,1,2,3.3862729784319017
78,822,2,1,5.66720560355735
78,892,2,1,0.8085335284050154
78,907,1,1,2.5621138628989457
78,907,2,1,0.0
79,306,2,2,8.563843357730649
79,378,1,2,0.6527883612571881
79,521,2,2,0.0
79,545,2,1,0.9746367207954434
79,568,2,2,0.9050049332591449
79,586,1,2,3.707886620609891
79,603,1,1,5.1228263397011915
79,603,1,2,0.8126583365696212
79,710,1,2,7.045720179287718
79,780,1,2,0.6552504152853859
79,846,1,1,2.255579256054135
79,846,1,2,22.15450864706282
79,846,2,1,3.8104249596288207
79,846,2,2,3.0267226157612432
79,876,1,2,3.5573058381105516
79,882,1,2,5.75659547732719
80,206,1,1,2.927788100128506
80,292,1,1,1.7390354321681514
80,664,1,2,3.494889334794978
80,794,1,1,13.031250232223233
81,98,1,1,0.3402287273640465
81,98,1,2,6.831195108192001
81,135,1,1,2.1345950942825507
81,158,1,1,0.8862322661788127
81,158,1,2,2.045833170137529
81,179,1,1,5.716571565278846
81,181,1,1,0.6638884186411806
81,256,1,1,0.3615889041376755
81,346,1,2,6.616750390874516
81,358,1,1,2.800330720853853
81,406,1,2,1.0892884421086984
81,418,1,1,10.198587658226284
81,517,1,2,0.43418064603021145
81,692,1,1,1.360131661648309
81,718,1,2,0.7734026942184348
81,740,1,2,1.753576713600771
81,825,1,1,1.5133796747362296
81,848,1,1,0.4815987017478383
81,848,1,2,0.4601980635466341
81,923,1,1,1.8755151661877811
81,979,1,1,0.0
82,137,1,1,1.0253097629776304
82,137,2,1,3.459401243294308
82,245,1,1,5.38142030218375
82,349,2,1,0.0
82,349,2,2,0.8855075387365298
82,514,2,1,0.0
82,514,2,2,0.0
82,515,1,1,0.0
82,630,2,1,0.0
82,656,2,1,2.9583096756565643
82,679,1,2,1.840913744928379
82,741,1,1,1.1616394850230412
82,741,2,1,2.9505777149741403
82,759,1,1,1.8684060058929846
82,759,2,1,3.0250215948032713
82,812,2,1,0.4559301016499858
82,812,2,2,1.0788456262404922
82,847,2,1,0.0
82,899,1,2,0.28584758776061625
82,899,2,1,0.0
83,103,2,2,2.660197352266808
83,151,2,2,1.357387974235976
83,155,1,1,0.5137587181234301
83,193,2,1,0.7779274311017077
83,205,2,1,1.671655419418836
83,225,2,2,0.5666163856047629
83,226,2,2,1.8552695240884045
83,229,1,1,0.44165325424407526
83,255,1,1,2.758349927750678
83,255,1,2,2.758349927750678
83,260,2,2,0.5373906251155629
83,293,2,1,1.8389988989627506
83,293,2,2,1.8389988989627506
83,320,1,1,0.9113540367406805
83,320,2,2,0.0
83,373,2,2,0.6849645269584793
83,377,1,1,3.4453228563090637
83,394,2,2,4.346104200622239
83,398,1,1,2.5649350264283375
83,428,1,2,4.546339764160876
83,443,2,2,4.625584769379556
83,455,1,2,0.3033077448215607
83,457,1,1,0.9688108527581019
83,486,1,1,0.0
83,498,2,1,1.6923938425356173
83,518,2,1,0.0
83,520,2,1,9.530048992112711
83,575,2,1,2.417059490458662
83,598,1,2,2.087788438913863
83,604,1,1,4.029694490817828
83,633,1,2,1.9269458771926606
83,669,1,1,0.0
83,669,2,2,0.0
83,671,1,1,3.2629283852107838
83,704,2,2,4.904334214072551
83,738,2,2,0.0
83,752,2,1,1.3143731618305605
83,766,2,1,9.000160358231753
83,781,2,1,1.75786254935111
83,786,1,1,5.007387419818679
83,814,1,2,1.3547896367009715
83,824,2,2,4.324804237676971
83,826,2,1,4.027610360222598
83,832,2,1,0.0
83,836,1,1,0.331644097752181
83,860,1,1,2.0025366093674073
83,860,2,2,1.9277240402573792
83,867,1,1,0.47629787712744703
83,898,2,2,0.0
83,903,2,2,0.0
83,906,2,1,0.5197538908455717
83,915,1,1,0.40515319159249236
83,915,1,2,0.40515319159249236
83,918,2,1,2.2309075878719753
83,920,1,1,3.404268504769031
83,927,1,1,0.40012046690699976
83,938,2,2,2.1191064533821105
83,944,2,2,4.992713579922059
83,962,2,1,1.647726380027339
83,995,2,1,9.238155358244514
83,995,2,2,2.16651263276934
84,140,1,2,3.7533298577396192
84,155,2,1,4.616683911996474
84,230,2,1,2.4375752488243565
84,312,2,1,1.4601290416343744
84,377,2,1,1.1334050595288994
84,457,2,1,1.9879093893211128
84,787,2,1,1.7548083656863533
84,814,1,1,2.6583611339341977
84,814,2,2,1.368644608753792
84,871,2,2,1.0235526903352286
84,920,2,1,1.1465048287921284
84,926,1,1,0.3942041443678475
84,926,2,2,0.27829076931803337
84,927,2,1,3.6815864860622742
85,103,1,1,1.737991095563077
85,103,2,1,0.25207534041646806
85,129,1,1,0.47489722982079274
85,129,2,1,2.203039215062191
85,132,2,1,3.1654678282325337
85,633,2,1,3.6891131792225775
85,704,2,1,0.3934092065014354
85,726,1,1,1.0875384371496066
85,726,2,1,0.28393001781341837
85,909,2,2,5.092633706790156
85,918,1,2,0.6457897149430885
86,91,1,2,4.13053811845317
86,91,2,2,2.2674629634787173
86,110,1,1,4.943737068900324
86,162,1,1,2.00239478560929
86,162,2,1,0.0
86,162,2,2,4.857062824137738
86,208,2,1,0.0
86,220,2,1,1.5262033332687936
86,248,1,1,1.8970274445490063
86,248,2,1,1.4511219173006542
86,316,1,1,1.4558035809874417
86,316,2,1,2.0542630179655097
86,320,1,1,2.4385869250547905
86,320,2,1,2.4385869250547905
86,334,1,1,3.1308606652982083
86,334,2,1,2.362101123409941
86,347,1,2,0.40786089774625545
86,347,2,2,0.40786089774625545
86,359,1,1,0.6796020713787119
86,359,2,1,0.6796020713787119
86,377,1,1,7.992169558003916
86,377,2,1,10.9085673903336
86,400,1,2,0.39352064619314897
86,428,1,2,0.8772809241565109
86,445,1,1,1.5172681251949593
86,445,2,1,1.5172681251949593
86,457,1,1,2.5648140050447825
86,457,1,2,5.1379354811306275
86,457,2,1,3.2776304620422523
86,457,2,2,2.5648140050447825
86,548,1,1,0.7459275430665562
86,548,2,1,0.7459275430665562
86,582,1,1,0.3531907678667032
86,582,2,1,0.3531907678667032
86,593,1,1,2.5279001322028765
86,593,2,1,1.5308949652427628
86,604,1,1,4.433222415379509
86,620,1,1,0.17989959482696152
86,671,1,1,0.4445881142285552
86,776,1,2,0.9031290328167799
86,776,2,2,0.5189205257953803
86,786,1,1,1.0913154100620293
86,795,1,2,10.71763990506496
86,795,2,2,2.6963620758572833
86,845,1,1,0.9525425923856699
86,845,2,1,0.9525425923856699
86,860,1,1,0.3944270490576177
86,884,1,2,0.5747679606131963
86,920,1,1,7.480921171442615
86,920,2,1,9.372119813614937
86,932,1,1,1.30105341154009
86,932,2,1,0.8846313160731849
86,941,1,2,0.7030691508563125
86,957,1,1,3.173427280691885
86,957,2,1,4.6209002334594125
87,1000,1,1,2.6900413311037403
87,1000,1,2,2.6900413311037403
88,128,2,2,5.0945646439127374
88,473,2,1,0.5768815715850102
88,497,2,1,0.6947501885877518
88,497,2,2,0.6947501885877518
88,703,2,1,0.0
88,805,1,1,0.5216600192179371
88,828,1,2,0.6905729319652509
88,828,2,1,1.2242922466787922
89,218,2,1,2.7382792931970514
89,320,1,2,0.5002069333523051
89,377,1,2,3.808960992201989
89,390,1,1,3.428433195099628
89,443,1,2,1.8291687571167963
89,511,1,1,4.020375054171728
89,669,1,2,0.6083278779255659
89,680,1,1,4.599149643277766
89,733,2,1,7.264538898111151
89,738,1,1,1.684751222145764
89,738,2,2,0.4674862219601346
89,832,1,1,6.609748218643361
89,832,1,2,3.647580574717504
89,898,1,1,5.26825147426264
89,898,1,2,8.868789668321881
89,903,1,1,1.6424132715253137
90,281,1,1,1.142407337924581
90,281,1,2,1.142407337924581
90,326,1,1,6.99020031750114
90,326,1,2,6.99020031750114
90,502,1,1,4.456273480100764
90,555,1,1,1.7845273711562717
90,555,2,1,1.1441090549869404
90,573,1,2,0.7879630509095041
90,644,1,2,5.743222489929608
90,644,2,1,1.4466489641652676
90,700,2,2,1.1910284443155335
90,761,2,1,2.109115486768497
90,901,2,1,5.664446771762207
90,981,2,1,12.677047553142687
91,96,2,1,0.6245746680637306
91,114,1,2,4.123312254117665
91,131,1,1,0.40860959711726685
91,131,1,2,0.4173860631517465
91,141,2,2,0.6241240527014114
91,162,2,1,4.342064146188376
91,162,2,2,0.809090537138583
91,164,2,1,3.253074630760813
91,181,1,2,0.39111948167726746
91,193,1,2,1.4323317187149267
91,205,1,2,1.56353433428229
91,220,2,1,0.36150429452395044
91,229,2,1,0.28925550015439455
91,248,2,1,3.582968396145222
91,252,1,1,0.31091561266915085
91,316,2,1,5.61260687216049
91,320,2,1,2.6704531084438545
91,334,1,2,0.8701573742427982
91,334,2,1,6.638490039011279
91,347,1,1,2.5282167288419033
91,347,2,2,2.2470844191456227
91,359,1,2,0.4154391536244399
91,359,2,1,2.106438570036978
91,362,1,1,6.6479989285877
91,367,1,2,0.5715322616976507
91,376,1,2,0.40701135963246793
91,377,2,1,2.24510694250284
91,385,1,1,1.5774869954597484
91,389,2,2,3.699678980407729
91,413,1,1,0.310107421565222
91,428,2,2,2.5237942270763383
91,431,1,2,3.1156516141545247
91,445,2,1,1.8384661932149116
91,457,2,1,0.9887791808377917
91,457,2,2,1.911743236911362
91,462,1,2,4.829339505663478
91,479,1,1,2.650210068463571
91,479,1,2,2.0367663038949333
91,491,2,1,4.759070148188312
91,525,1,1,0.661023417763841
91,540,1,2,0.320526036043099
91,548,2,1,1.7328768246696495
91,582,2,1,1.0805323072878341
91,584,2,2,3.842319254109037
91,590,1,2,0.6523185895967825
91,592,2,1,7.527422075509438
91,593,1,2,0.3673108693692714
91,593,2,1,0.8313624295289939
91,604,2,1,1.8176153940803288
91,605,2,1,3.1770913318394767
91,620,2,1,1.668910937570528
91,624,1,2,13.87961942688474
91,640,1,2,9.211359687440027
91,642,1,2,0.9073281663279318
91,647,1,1,5.7493802305504715
91,671,2,1,1.9152290279980773
91,711,1,1,2.567476534280549
91,737,1,1,0.0
91,776,1,1,5.358517629850878
91,784,1,2,0.29639014756275245
91,786,2,1,4.256484146046564
91,795,1,1,5.604179548775406
91,795,2,2,6.147465234185383
91,835,1,1,2.4685709788162105
91,835,1,2,2.2146843786652384
91,843,2,1,0.6403155949928966
91,843,2,2,0.5989066917169308
91,845,2,1,2.4232588258765326
91,860,2,1,1.6185818281624065
91,884,2,2,1.7117668767925198
91,906,1,2,0.3210288262743116
91,920,2,1,2.223084614460756
91,930,2,2,7.192837875470868
91,932,1,2,9.604168589641311
91,932,2,1,3.867801634778064
91,945,2,1,0.6854861391133097
91,948,2,1,1.2499197385129581
91,954,1,1,0.878260250910659
91,957,2,1,1.419090863958316
91,971,1,2,4.735876746275021
92,161,2,1,1.0740038786813382
92,318,1,2,0.6587971898067208
92,324,1,1,0.8576839443302934
92,401,1,1,0.9464504679117351
92,459,1,1,0.6832175611103214
92,627,2,1,0.5309615647561607
92,955,2,1,0.2821135310541088
92,955,2,2,5.456286464744024
93,108,1,1,0.7221299462079129
93,122,1,2,0.5047049917823432
93,164,2,2,0.37933597537274333
93,167,1,2,0.9533326391887974
93,204,1,1,1.6762129504244143
93,207,1,1,3.6882697591233162
93,253,2,1,1.910499096552548
93,318,2,1,0.5284655315317337
93,343,2,2,0.5099130246276121
93,345,2,1,0.6432550987593894
93,357,2,1,0.0
93,417,1,1,0.5685434336213413
93,441,1,1,2.4856037841210687
93,441,1,2,0.3116862851915459
93,469,1,2,2.7552178133728704
93,485,1,1,0.6935330174400819
93,492,2,2,0.0
93,602,1,1,2.8920853053504594
93,608,2,2,0.0
93,618,2,2,1.273332517964969
93,714,2,1,0.6238202394188193
93,769,1,1,6.9772852224657775
93,809,1,2,5.701129711919192
93,850,2,2,0.0
93,877,2,2,0.9619176514764773
93,933,1,1,5.617227193241389
93,933,1,2,0.7013462184723254
93,945,2,2,0.3821828297269726
93,966,2,2,0.5081189434219447
93,987,1,2,0.5760694276321103
93,992,1,2,1.6623487740546812
93,999,1,1,13.004243506362862
94,130,2,1,1.771143122720495
94,139,2,1,1.0558727882104206
94,147,1,2,0.41504952714077964
94,147,2,1,9.712806494438391
94,183,1,2,0.5825281413331155
94,183,2,1,0.5744113008860277
94,183,2,2,0.23833666104106227
94,265,1,2,1.2391050686215928
94,265,2,1,6.743566143908071
94,285,2,2,0.9113165194484935
94,297,2,2,1.2085369956120564
94,299,2,1,1.5094284743422441
94,309,2,1,1.9271959760240642
94,329,1,1,1.5721133130518945
94,372,1,1,2.6906465436573592
94,391,2,1,1.7448923542627457
94,399,2,1,1.8102418436588785
94,399,2,2,1.8102418436588785
94,405,2,2,0.5431153376612118
94,420,2,2,1.5114476166031074
94,430,2,2,0.0
94,432,2,1,1.1752320523020532
94,450,2,2,1.4480057574496983
94,459,2,2,0.2581580569940526
94,480,2,2,0.0
94,492,2,2,3.231656531386863
94,512,2,2,0.2549246814047122
94,519,2,2,1.525693694014112
94,523,2,2,0.5995183561614134
94,563,1,1,5.650998745000322
94,572,2,1,1.7547715009716394
94,683,2,1,0.9743060619584867
94,683,2,2,2.447103941710367
94,698,2,1,0.300331431802141
94,698,2,2,0.8995273232391343
94,715,1,1,12.358666556805781
94,720,2,2,0.7446326280503747
94,729,1,1,0.4988197908788937
94,749,2,2,2.471172401551332
94,753,2,2,0.0
94,798,1,1,4.777479308747651
94,850,2,2,3.118599971860013
94,883,1,1,0.5798050563428216
94,890,2,2,2.5382052876853667
94,964,2,2,0.0
95,106,2,1,4.525137540008906
95,153,2,1,4.820689534856685
95,205,2,1,1.5674030526599472
95,208,1,1,0.36557087760460766
95,210,1,1,5.697489948913392
95,363,1,1,1.6251815059805192
95,394,2,2,1.1391082379554942
95,402,2,1,3.1098095917641198
95,425,2,1,7.71389861307032
95,446,1,1,1.5711554276714015
95,447,2,2,0.7330729096219699
95,487,2,1,3.099864896437974
95,498,2,1,1.5464832189082884
95,508,2,2,0.6414321899940831
95,657,1,2,3.7316656941939153
95,657,2,1,1.7929364537395989
95,660,1,2,1.0171900052098173
95,668,2,1,0.6196759329135555
95,690,1,1,9.625222276514377
95,690,1,2,6.013466136486705
95,778,1,1,2.9148986989147763
95,778,1,2,0.804963403660038
95,778,2,1,0.804963403660038
95,778,2,2,0.804963403660038
95,781,2,1,1.5298507950126656
95,802,2,1,15.494030372988119
95,891,1,2,2.7699677763976656
95,891,2,2,0.7825027036240827
95,907,1,2,0.4039226449031508
95,926,1,2,0.8462879757124369
95,959,2,1,0.414267201829582
95,993,1,1,4.472137278888145
95,993,2,2,2.263444354171665
96,112,1,1,1.1729244641461762
96,197,1,1,0.0
96,229,1,1,2.184125604611348
96,248,1,1,1.9469908035046197
96,255,1,1,2.261335230596842
96,255,1,2,2.261335230596842
96,295,1,1,5.7683340698861265
96,312,1,1,0.46085510017580694
96,316,1,1,1.1381840911392143
96,316,2,2,1.0187213756131197
96,320,1,1,3.2822638124983055
96,334,1,1,1.1878452522090432
96,347,1,2,3.202382388200564
96,355,1,1,6.2204094497062385
96,359,1,1,2.1127734282922646
96,398,1,1,2.4581913131617683
96,443,1,1,2.3452180110996426
96,445,1,1,1.871983958986176
96,548,1,1,1.0186534026225211
96,582,1,1,1.6364853547151803
96,589,1,1,6.117239822681108
96,609,1,2,3.180101719123636
96,620,1,2,0.0
96,630,1,1,2.7822899725655246
96,680,2,2,0.2963658352714465
96,845,1,1,2.9990333947460632
96,915,1,1,0.4160118677011393
96,915,1,2,0.4160118677011393
96,920,1,2,2.364610529926721
96,932,1,1,2.151485273724534
97,98,1,2,0.7645182158910513
97,105,1,1,3.3314848566305537
97,158,1,2,2.471962885120154
97,179,1,1,0.35581723916285946
97,216,1,1,0.3757449756080431
97,216,2,1,5.41780699368839
97,240,1,1,4.065642716896607
97,240,2,1,0.741042055915879
97,251,1,2,0.65369837269977
97,358,1,1,3.0375576732900704
97,366,2,2,0.7780683052787197
97,385,2,2,0.5521986111271344
97,404,2,2,1.4491991982121848
97,435,2,2,0.5806653058601287
97,438,1,1,0.4986524024531781
97,438,2,1,5.427330483420042
97,498,2,2,0.5679142865671561
97,540,2,1,1.133604259591618
97,588,2,1,0.8572134209669946
97,634,2,1,4.363615115057023
97,652,1,1,0.31189627396655506
97,652,2,1,5.404612791731762
97,697,2,1,4.083010377093919
97,782,2,2,3.3964937720951425
97,825,1,1,6.185075850596217
97,825,2,2,7.32404242266605
97,858,2,1,1.3808041631719332
97,872,1,1,0.5168813317321734
97,872,2,1,6.899927219983604
97,905,1,2,0.382512302591329
97,923,1,1,7.226655534537725
97,924,1,1,5.035837229641746
97,939,2,1,3.176941728629085
97,946,2,1,1.5593436049628215
97,949,2,1,0.7283801930117506
97,979,1,2,0.28873600199889815
97,987,2,2,1.0449009120261812
98,135,2,1,1.489013782141753
98,158,2,2,0.8352617928452563
98,159,1,1,0.3954846731460725
98,159,1,2,0.42303473520588253
98,179,2,1,2.558986713960701
98,251,2,2,1.4485789920985126
98,283,1,1,0.37658707835917454
98,283,2,1,0.37658707835917454
98,346,2,2,1.3499683028993639
98,358,2,1,6.827388669337089
98,406,2,2,4.601883517202098
98,418,2,1,0.943672395030348
98,718,1,2,0.7681938977709979
98,718,2,2,0.8097831973875946
98,740,2,2,0.44064326438570683
98,825,2,1,3.787659281053214
98,923,2,1,3.5358051712606295
98,979,2,1,0.0
99,373,1,2,0.6003172021479769
99,380,1,1,0.0
99,428,1,1,1.4672765377349712
99,539,1,1,0.8267628073209955
99,557,1,1,3.0257697015206864
99,671,1,2,2.3905236563566805
99,752,1,1,1.2464603185343175
99,764,1,2,4.64694860323494
99,929,1,2,2.0572600263795673
99,962,1,1,1.9576751289362284
100,985,1,1,3.9184168669184447
100,985,1,2,3.9184168669184447
101,139,1,1,2.9106314556384887
101,139,2,1,2.7530140724861565
101,151,2,2,1.0459836405211385
101,156,2,2,5.66402684161606
101,184,2,2,2.902723722998136
101,209,2,1,2.075705579280115
101,238,2,2,0.20675474509999678
